USO2013,TU,month,temperature,rainfall,population,water_consumption
H3,DOMESTICO MEDIO,,33,77,37490,24.0
H2,DOMESTICO MEDIO,,20,71,35606,22.0
MX,COMERCIAL,,34,64,18220,52.0
H3,DOMESTICO MEDIO,,29,44,42783,13.0
H3,DOMESTICO MEDIO,,24,70,19209,24.0
H3,DOMESTICO RESIDENCIAL,,27,55,15622,15.0
H3,DOMESTICO RESIDENCIAL,,31,3,44009,19.0
H3,DOMESTICO MEDIO,,22,42,21399,13.0
H2,DOMESTICO MEDIO,,30,52,12329,22.0
H3,DOMESTICO MEDIO,,37,41,13679,2.0
CU,COMERCIAL,,23,83,14459,10.0
H2,DOMESTICO MEDIO,,23,75,37022,12.0
H2,DOMESTICO MEDIO,,32,96,33719,16.0
H3,COMERCIAL,,26,18,38853,4784.0
H3,DOMESTICO MEDIO,,31,23,38706,28.0
H3,DOMESTICO MEDIO,,29,78,22942,25.0
H2,DOMESTICO MEDIO,,33,59,10154,21.0
H2,DOMESTICO RESIDENCIAL,,39,93,35479,13.0
H2,DOMESTICO MEDIO,,27,93,45972,22.0
H3,DOMESTICO RESIDENCIAL,,33,49,25586,19.0
H3,DOMESTICO MEDIO,,29,89,16616,20.0
H3,DOMESTICO MEDIO,,26,90,20834,20.0
H3,DOMESTICO MEDIO,,24,87,23359,12.0
H3,DOMESTICO MEDIO,,34,20,20003,20.0
H3,DOMESTICO MEDIO,,28,1,25993,20.0
H3,DOMESTICO MEDIO,,32,63,23804,13.0
MX,DOMESTICO MEDIO,,21,59,27855,22.0
H3,COMERCIAL,,38,21,10298,4.0
H2,DOMESTICO MEDIO,,24,2,39026,25.0
H1,SOCIAL,,34,16,48631,56.0
H2,DOMESTICO RESIDENCIAL,,38,16,15146,0.0
H3,DOMESTICO MEDIO,,37,0,29313,28.0
H3,DOMESTICO MEDIO,,21,84,29389,8.0
H3,DOMESTICO RESIDENCIAL,,35,41,25246,6.0
H3,DOMESTICO MEDIO,,24,68,25468,20.0
H2,DOMESTICO MEDIO,,28,55,49599,21.0
MX,DOMESTICO MEDIO,,26,29,26401,38.0
H3,DOMESTICO MEDIO,,29,54,28791,16.0
H2,DOMESTICO MEDIO,,34,31,30463,21.0
H3,DOMESTICO MEDIO,,39,52,32519,12.0
H2,DOMESTICO MEDIO,,24,59,47468,14.0
H2,DOMESTICO MEDIO,,26,58,12012,20.0
H3,DOMESTICO BAJA,,24,73,14968,15.0
H2,DOMESTICO RESIDENCIAL,,35,91,19807,22.0
MX,COMERCIAL,,39,94,45821,8.0
H3,DOMESTICO MEDIO,,28,2,13075,20.0
H3,DOMESTICO MEDIO,,34,75,45094,20.0
H1,DOMESTICO MEDIO,,20,82,43846,60.0
H3,DOMESTICO RESIDENCIAL,,30,1,38958,20.0
H2,DOMESTICO MEDIO,,39,38,39515,23.0
H3,DOMESTICO RESIDENCIAL,,29,29,12546,25.0
H2,DOMESTICO MEDIO,,35,16,49790,22.0
MX,DOMESTICO MEDIO,,24,64,23575,10.0
H3,DOMESTICO MEDIO,,22,5,22434,22.0
H3,SOCIAL,,29,6,35845,12.0
H3,DOMESTICO MEDIO,,25,68,37371,21.0
H1,DOMESTICO MEDIO,,26,30,40159,3.0
H3,DOMESTICO MEDIO,,34,23,29339,8.0
MX,DOMESTICO MEDIO,,25,5,16807,20.0
H2,DOMESTICO MEDIO,,37,20,41379,23.0
H3,DOMESTICO MEDIO,,31,68,24960,4.0
H3,DOMESTICO RESIDENCIAL,,31,17,37712,42.0
H1,DOMESTICO MEDIO,,29,18,30297,10.0
H2,COMERCIAL,,33,74,29310,4.0
H2,DOMESTICO MEDIO,,27,48,49038,19.0
H3,DOMESTICO MEDIO,,23,86,22516,20.0
H2,SOCIAL,,28,31,12386,10.0
H3,DOMESTICO MEDIO,,38,11,31666,0.0
H3,DOMESTICO MEDIO,,38,78,45086,14.0
H1,DOMESTICO MEDIO,,25,98,47489,10.0
H3,DOMESTICO RESIDENCIAL,,26,98,43115,8.0
H3,SOCIAL,,37,73,37409,28.0
H3,DOMESTICO RESIDENCIAL,,28,46,36568,15.0
H2,DOMESTICO MEDIO,,26,39,16978,33.0
H3,DOMESTICO MEDIO,,20,14,22988,18.0
H2,DOMESTICO MEDIO,,32,56,32436,13.0
H1,COMERCIAL,,36,28,37049,9.0
H3,DOMESTICO MEDIO,,26,4,18533,8.0
H3,SOCIAL,,37,69,38504,16.0
H3,DOMESTICO MEDIO,,31,55,49871,20.0
H3,DOMESTICO MEDIO,,25,75,26945,7.0
MX,DOMESTICO MEDIO,,39,5,10468,9.0
H2,DOMESTICO MEDIO,,27,88,14671,6.0
H2,DOMESTICO RESIDENCIAL,,33,15,12268,15.0
MX,DOMESTICO MEDIO,,22,7,22286,0.0
H2,SOCIAL,,39,46,20922,0.0
H2,DOMESTICO MEDIO,,33,17,10770,3.0
H1,DOMESTICO BAJA,,25,51,49565,13.0
H3,DOMESTICO RESIDENCIAL,,29,10,21409,19.0
H2,DOMESTICO MEDIO,,24,82,18243,35.0
H2,DOMESTICO MEDIO,,32,65,27215,0.0
H2,DOMESTICO MEDIO,,32,24,25032,22.0
H3,DOMESTICO MEDIO,,33,37,24251,25.0
H2,DOMESTICO MEDIO,,36,5,15380,20.0
H3,DOMESTICO MEDIO,,33,20,45073,40.0
H2,DOMESTICO MEDIO,,34,23,19745,10.0
MX,COMERCIAL,,28,63,14897,30.0
H2,DOMESTICO MEDIO,,31,10,21844,17.0
H1,DOMESTICO MEDIO,,34,3,17575,23.0
H2,DOMESTICO MEDIO,,38,63,48747,6.0
H3,DOMESTICO RESIDENCIAL,,39,39,32564,10.0
H2,DOMESTICO MEDIO,,34,84,21289,10.0
MX,DOMESTICO BAJA,,38,95,27912,31.0
H3,DOMESTICO MEDIO,,39,67,29325,7.0
H3,DOMESTICO MEDIO,,29,38,35727,11.0
H2,SOCIAL,,31,18,32015,29.0
H2,COMERCIAL,,20,29,35346,13.0
H1,DOMESTICO MEDIO,,26,92,33709,20.0
MX,DOMESTICO MEDIO,,26,11,11918,18.0
MX,DOMESTICO RESIDENCIAL,,26,41,38364,33.0
H2,DOMESTICO MEDIO,,21,20,40132,5.0
H3,DOMESTICO MEDIO,,30,15,27013,12.0
H3,DOMESTICO MEDIO,,36,93,45959,0.0
H3,DOMESTICO MEDIO,,28,37,31319,0.0
H2,DOMESTICO MEDIO,,32,53,17040,16.0
H3,COMERCIAL,,32,29,33767,803.0
IRM,INDUSTRIAL,,32,84,18186,0.0
H3,DOMESTICO RESIDENCIAL,,38,73,14464,6.0
H3,DOMESTICO RESIDENCIAL,,24,1,36253,6.0
H3,DOMESTICO RESIDENCIAL,,33,63,28781,15.0
H2,SOCIAL,,25,33,24871,9.0
H2,DOMESTICO MEDIO,,33,56,33794,12.0
H3,DOMESTICO MEDIO,,24,71,40046,4.0
H1,DOMESTICO MEDIO,,34,78,47860,16.0
H2,DOMESTICO MEDIO,,25,57,26001,31.0
MX,DOMESTICO MEDIO,,35,96,23019,30.0
H3,SOCIAL,,20,87,45155,1.0
H1,DOMESTICO MEDIO,,31,25,44014,11.0
H3,DOMESTICO RESIDENCIAL,,35,25,28032,10.0
H3,DOMESTICO MEDIO,,35,2,22004,7.0
H3,DOMESTICO MEDIO,,32,42,15486,1.0
H3,DOMESTICO MEDIO,,35,53,42732,10.0
H2,DOMESTICO MEDIO,,33,46,45606,15.0
H1,DOMESTICO RESIDENCIAL,,25,38,31257,60.0
H3,DOMESTICO MEDIO,,34,6,14970,20.0
H1,DOMESTICO MEDIO,,35,54,36832,8.0
H2,DOMESTICO MEDIO,,26,1,10918,20.0
H2,COMERCIAL,,24,52,16596,10.0
H2,DOMESTICO MEDIO,,34,89,39429,11.0
H3,DOMESTICO MEDIO,,20,85,41262,23.0
H3,DOMESTICO MEDIO,,28,51,45729,0.0
MX,DOMESTICO MEDIO,,37,58,18958,25.0
H3,DOMESTICO BAJA,,28,81,30640,20.0
H3,DOMESTICO MEDIO,,35,53,26448,24.0
H2,DOMESTICO MEDIO,,22,85,46838,18.0
H3,DOMESTICO RESIDENCIAL,,33,24,11975,0.0
H3,DOMESTICO MEDIO,,31,69,12245,16.0
H3,DOMESTICO MEDIO,,21,4,31062,20.0
H3,DOMESTICO MEDIO,,34,39,31949,10.0
H3,DOMESTICO RESIDENCIAL,,31,52,40042,29.0
H2,DOMESTICO MEDIO,,31,57,31496,9.0
H3,DOMESTICO RESIDENCIAL,,21,97,48186,25.0
H2,SOCIAL,,27,22,17167,30.0
H2,DOMESTICO MEDIO,,25,56,24739,14.0
MX,COMERCIAL,,26,98,25427,5.0
H2,DOMESTICO MEDIO,,37,3,45680,20.0
H3,DOMESTICO MEDIO,,38,12,15118,14.0
H1,DOMESTICO RESIDENCIAL,,24,94,24468,10.0
H2,DOMESTICO MEDIO,,24,32,28816,29.0
H3,DOMESTICO MEDIO,,33,65,21782,11.0
H3,DOMESTICO MEDIO,,37,2,15496,22.0
H1,DOMESTICO MEDIO,,34,11,26259,27.0
H3,DOMESTICO MEDIO,,29,56,34972,8.0
H2,DOMESTICO MEDIO,,33,85,13732,20.0
H2,DOMESTICO MEDIO,,27,19,39905,20.0
H1,DOMESTICO MEDIO,,23,45,24546,35.0
H2,DOMESTICO MEDIO,,31,82,25776,14.0
H2,COMERCIAL,,32,53,36062,15.0
H3,DOMESTICO MEDIO,,20,19,23897,10.0
H3,DOMESTICO RESIDENCIAL,,23,16,11119,4.0
H2,COMERCIAL,,30,48,18689,22.0
H3,DOMESTICO MEDIO,,31,77,30728,0.0
MX,SOCIAL,,27,63,47393,6.0
H3,DOMESTICO MEDIO,,38,90,25816,26.0
H3,DOMESTICO RESIDENCIAL,,23,51,21809,17.0
H2,DOMESTICO MEDIO,,39,38,24013,17.0
H2,DOMESTICO MEDIO,,31,10,35484,10.0
H2,SOCIAL,,25,34,15832,21.0
H1,DOMESTICO RESIDENCIAL,,26,82,40323,87.0
H3,DOMESTICO MEDIO,,37,71,25188,18.0
H3,DOMESTICO MEDIO,,29,80,10365,29.0
H3,DOMESTICO MEDIO,,30,7,15534,0.0
H3,SOCIAL,,26,84,49312,3.0
H2,DOMESTICO MEDIO,,36,66,37738,9.0
H3,DOMESTICO MEDIO,,29,14,12951,30.0
H2,DOMESTICO MEDIO,,23,13,27622,22.0
H3,DOMESTICO MEDIO,,21,18,48534,13.0
MX,SOCIAL,,31,71,19985,33.0
H3,DOMESTICO MEDIO,,25,32,30595,0.0
H2,DOMESTICO MEDIO,,35,39,32651,0.0
H3,DOMESTICO MEDIO,,32,11,31481,8.0
H3,DOMESTICO MEDIO,,25,82,13916,12.0
H3,DOMESTICO MEDIO,,34,14,38468,6.0
H1,DOMESTICO MEDIO,,28,37,36507,27.0
MX,DOMESTICO MEDIO,,24,67,42076,23.0
H3,DOMESTICO MEDIO,,28,93,48819,14.0
H2,SOCIAL,,39,59,37126,10.0
H2,DOMESTICO MEDIO,,24,52,32092,25.0
H2,DOMESTICO MEDIO,,22,71,26726,0.0
H3,DOMESTICO RESIDENCIAL,,26,14,11887,33.0
MX,DOMESTICO MEDIO,,39,81,36472,12.0
H3,DOMESTICO MEDIO,,29,8,32503,11.0
MX,DOMESTICO MEDIO,,39,11,42277,30.0
H2,DOMESTICO MEDIO,,21,95,11217,3.0
H2,DOMESTICO MEDIO,,25,75,30426,28.0
H3,DOMESTICO MEDIO,,22,23,13704,11.0
H3,DOMESTICO MEDIO,,31,83,48146,17.0
H1,DOMESTICO MEDIO,,34,64,45986,21.0
H3,SOCIAL,,35,0,33174,16.0
H3,COMERCIAL,,24,79,33232,2595.0
H2,DOMESTICO MEDIO,,20,16,39138,26.0
H2,DOMESTICO MEDIO,,38,77,40816,16.0
H3,DOMESTICO MEDIO,,37,30,28132,10.0
MX,SOCIAL,,38,1,29113,10.0
H3,DOMESTICO RESIDENCIAL,,24,77,12072,12.0
H2,DOMESTICO MEDIO,,28,35,32751,16.0
H3,DOMESTICO MEDIO,,38,26,18984,22.0
H3,DOMESTICO MEDIO,,26,90,30292,4.0
H3,DOMESTICO MEDIO,,30,42,34828,19.0
H2,DOMESTICO MEDIO,,25,39,41015,16.0
H2,DOMESTICO MEDIO,,21,22,49695,45.0
MX,DOMESTICO MEDIO,,37,77,49794,11.0
H3,DOMESTICO MEDIO,,24,59,11050,2.0
H3,DOMESTICO MEDIO,,20,79,48052,21.0
H3,DOMESTICO RESIDENCIAL,,34,9,42732,16.0
H1,DOMESTICO MEDIO,,34,21,46970,21.0
H1,DOMESTICO MEDIO,,23,56,37203,1.0
H2,SOCIAL,,21,76,23518,28.0
H3,COMERCIAL,,33,6,32922,0.0
H2,DOMESTICO MEDIO,,34,27,26615,11.0
H2,DOMESTICO MEDIO,,35,66,40142,23.0
H2,DOMESTICO BAJA,,31,17,30368,29.0
H3,DOMESTICO MEDIO,,21,9,20458,0.0
H3,DOMESTICO MEDIO,,30,71,11608,5.0
H3,DOMESTICO MEDIO,,38,2,42783,17.0
H1,DOMESTICO MEDIO,,29,92,44829,1.0
H1,SOCIAL,,22,90,27186,47.0
H3,DOMESTICO MEDIO,,37,52,27527,3.0
H3,DOMESTICO MEDIO,,21,77,30453,9.0
H3,DOMESTICO MEDIO,,20,19,21492,1.0
H3,DOMESTICO MEDIO,,27,99,14894,34.0
H2,DOMESTICO MEDIO,,37,34,37900,26.0
H3,DOMESTICO MEDIO,,32,2,15284,18.0
H2,DOMESTICO MEDIO,,33,70,13445,20.0
H2,DOMESTICO MEDIO,,30,59,24903,19.0
H3,DOMESTICO RESIDENCIAL,,29,0,41246,4.0
H3,DOMESTICO MEDIO,,32,53,40315,16.0
H3,DOMESTICO MEDIO,,28,2,42239,20.0
H3,DOMESTICO MEDIO,,29,56,23636,18.0
H1,DOMESTICO RESIDENCIAL,,32,21,20756,47.0
H3,DOMESTICO MEDIO,,32,41,26354,17.0
H2,DOMESTICO MEDIO,,29,63,37432,11.0
H3,DOMESTICO MEDIO,,33,73,20802,23.0
H3,DOMESTICO MEDIO,,23,22,47212,18.0
H2,DOMESTICO MEDIO,,28,83,17700,17.0
H3,DOMESTICO MEDIO,,26,13,39137,16.0
H1,DOMESTICO MEDIO,,26,67,13935,20.0
H3,COMERCIAL,,36,51,29500,0.0
H3,DOMESTICO MEDIO,,37,42,49106,8.0
H2,DOMESTICO MEDIO,,20,27,13110,29.0
H1,DOMESTICO MEDIO,,34,1,44708,14.0
H3,DOMESTICO MEDIO,,36,98,23255,10.0
H3,DOMESTICO MEDIO,,25,59,26089,14.0
MX,COMERCIAL,,38,34,19468,23.0
H2,SOCIAL,,31,1,48103,15.0
MX,DOMESTICO MEDIO,,23,71,30627,24.0
H1,DOMESTICO MEDIO,,22,59,26267,17.0
H2,COMERCIAL,,35,21,44250,29.0
H3,DOMESTICO MEDIO,,23,31,18057,19.0
H2,DOMESTICO MEDIO,,31,91,15883,14.0
H3,DOMESTICO MEDIO,,30,5,25831,14.0
H3,DOMESTICO MEDIO,,27,65,37758,15.0
H3,DOMESTICO MEDIO,,28,49,36442,29.0
H2,DOMESTICO MEDIO,,37,19,21713,16.0
MX,DOMESTICO MEDIO,,25,69,12000,40.0
H2,DOMESTICO MEDIO,,38,11,39560,50.0
H2,DOMESTICO MEDIO,,30,23,41887,20.0
H3,DOMESTICO MEDIO,,33,57,20693,10.0
MX,SOCIAL,,33,92,18002,15.0
H3,DOMESTICO MEDIO,,29,97,38316,13.0
H1,DOMESTICO RESIDENCIAL,,21,92,20219,30.0
H2,SOCIAL,,38,40,26685,28.0
MX,COMERCIAL,,31,77,12217,9.0
H3,DOMESTICO MEDIO,,29,9,12416,0.0
H3,DOMESTICO RESIDENCIAL,,33,58,30699,9.0
H1,DOMESTICO MEDIO,,22,55,21771,25.0
H3,DOMESTICO MEDIO,,21,92,36038,16.0
H3,DOMESTICO RESIDENCIAL,,35,64,46353,45.0
H3,DOMESTICO MEDIO,,35,20,41435,3.0
H1,DOMESTICO BAJA,,22,8,29567,0.0
H3,DOMESTICO MEDIO,,32,34,15269,6.0
H2,DOMESTICO MEDIO,,24,65,11624,20.0
H1,DOMESTICO RESIDENCIAL,,38,42,22446,10.0
H3,DOMESTICO MEDIO,,24,81,24833,10.0
H3,DOMESTICO MEDIO,,31,17,36596,8.0
H3,COMERCIAL,,29,84,42015,3582.0
H3,DOMESTICO MEDIO,,25,72,13574,20.0
MX,DOMESTICO MEDIO,,23,40,16402,22.0
H2,DOMESTICO MEDIO,,33,53,16314,28.0
MX,DOMESTICO MEDIO,,31,19,18238,0.0
H3,DOMESTICO MEDIO,,23,5,38814,17.0
H3,DOMESTICO MEDIO,,28,62,37885,18.0
H1,SOCIAL,,20,96,21780,56.0
H2,DOMESTICO MEDIO,,29,44,11022,6.0
H3,COMERCIAL,,29,51,18790,1048.0
H3,SOCIAL,,21,91,33239,30.0
H2,DOMESTICO MEDIO,,33,5,41010,21.0
H3,DOMESTICO MEDIO,,21,93,25204,16.0
H3,DOMESTICO RESIDENCIAL,,23,65,32172,0.0
H2,DOMESTICO MEDIO,,31,22,41004,12.0
H3,DOMESTICO MEDIO,,28,78,19056,16.0
H3,DOMESTICO MEDIO,,39,2,41360,25.0
H2,DOMESTICO MEDIO,,30,29,11669,23.0
H2,DOMESTICO RESIDENCIAL,,31,18,19048,21.0
H3,DOMESTICO MEDIO,,21,65,44251,18.0
H1,COMERCIAL,,24,83,11897,4784.0
H2,DOMESTICO MEDIO,,39,13,28827,42.0
H3,DOMESTICO RESIDENCIAL,,31,74,46462,11.0
H3,DOMESTICO RESIDENCIAL,,38,92,32594,30.0
H2,DOMESTICO BAJA,,26,98,17577,18.0
H3,DOMESTICO MEDIO,,26,16,37912,26.0
H2,DOMESTICO MEDIO,,34,9,33574,0.0
H2,DOMESTICO MEDIO,,31,66,47978,19.0
H3,DOMESTICO RESIDENCIAL,,38,5,21783,11.0
H2,DOMESTICO MEDIO,,37,14,29114,7.0
H3,DOMESTICO RESIDENCIAL,,38,56,27632,7.0
H2,DOMESTICO MEDIO,,38,87,42163,20.0
H3,COMERCIAL,,20,37,31021,23.0
H1,DOMESTICO MEDIO,,28,63,27204,36.0
H2,DOMESTICO MEDIO,,36,97,27971,9.0
H2,DOMESTICO MEDIO,,38,43,38331,4.0
H3,DOMESTICO RESIDENCIAL,,38,39,43866,15.0
H3,DOMESTICO MEDIO,,36,56,29931,3.0
H2,DOMESTICO MEDIO,,25,25,29849,19.0
H3,DOMESTICO RESIDENCIAL,,36,16,32956,0.0
H3,DOMESTICO RESIDENCIAL,,33,75,35021,19.0
H3,DOMESTICO MEDIO,,32,97,28988,6.0
H3,DOMESTICO MEDIO,,28,18,27108,12.0
H3,DOMESTICO RESIDENCIAL,,30,59,10354,10.0
H1,DOMESTICO MEDIO,,22,94,35242,24.0
H2,DOMESTICO MEDIO,,33,67,28151,6.0
H3,DOMESTICO MEDIO,,32,30,47993,26.0
H3,DOMESTICO MEDIO,,24,74,37644,12.0
MX,COMERCIAL,,35,53,47646,9.0
H2,DOMESTICO MEDIO,,27,73,38431,25.0
H3,DOMESTICO MEDIO,,27,84,11417,7.0
H3,DOMESTICO MEDIO,,36,41,10201,24.0
H3,DOMESTICO MEDIO,,24,79,46492,7.0
H3,DOMESTICO MEDIO,,28,90,44409,15.0
H3,DOMESTICO RESIDENCIAL,,27,18,17985,12.0
H3,DOMESTICO MEDIO,,28,80,24338,6.0
H1,DOMESTICO MEDIO,,33,82,23973,10.0
MX,DOMESTICO MEDIO,,30,66,28794,4.0
H2,DOMESTICO MEDIO,,39,74,11443,9.0
H3,COMERCIAL,,27,77,22330,0.0
H3,DOMESTICO MEDIO,,32,6,24580,26.0
H2,DOMESTICO MEDIO,,25,10,33499,38.0
H3,DOMESTICO MEDIO,,26,77,46691,20.0
H3,DOMESTICO MEDIO,,37,32,47218,11.0
H3,DOMESTICO MEDIO,,21,80,13584,0.0
RHC,DOMESTICO MEDIO,,38,86,35279,30.0
H3,DOMESTICO MEDIO,,21,68,15195,9.0
H2,DOMESTICO MEDIO,,20,90,14790,0.0
H3,DOMESTICO MEDIO,,23,67,41425,14.0
H3,DOMESTICO MEDIO,,39,1,29132,4.0
MX,COMERCIAL,,25,4,16441,4.0
H2,DOMESTICO MEDIO,,35,70,31250,0.0
H2,SOCIAL,,29,98,15673,24.0
MX,DOMESTICO MEDIO,,23,65,30121,9.0
H2,DOMESTICO MEDIO,,20,99,22381,24.0
H2,SOCIAL,,25,76,29222,14.0
MX,DOMESTICO MEDIO,,34,68,26455,16.0
H2,DOMESTICO MEDIO,,35,40,12420,15.0
H2,SOCIAL,,32,53,34309,18.0
H3,DOMESTICO RESIDENCIAL,,35,74,29465,33.0
H2,DOMESTICO MEDIO,,24,59,46487,20.0
H3,DOMESTICO MEDIO,,23,69,15746,27.0
H2,DOMESTICO BAJA,,25,45,20756,11.0
H2,DOMESTICO MEDIO,,25,7,21510,21.0
H3,DOMESTICO MEDIO,,38,46,10900,0.0
H3,DOMESTICO MEDIO,,25,37,27974,5.0
H3,COMERCIAL,,23,57,36395,407.0
MX,DOMESTICO MEDIO,,25,62,39422,22.0
H2,DOMESTICO MEDIO,,33,51,36557,29.0
H2,DOMESTICO MEDIO,,24,91,11321,9.0
H2,DOMESTICO MEDIO,,24,42,42388,7.0
H3,DOMESTICO MEDIO,,22,78,32422,10.0
H3,DOMESTICO MEDIO,,23,51,21772,23.0
MX,COMERCIAL,,34,9,35317,23.0
H3,DOMESTICO RESIDENCIAL,,38,98,21863,17.0
H2,DOMESTICO MEDIO,,23,42,31730,23.0
H3,DOMESTICO MEDIO,,34,99,16107,29.0
H3,DOMESTICO MEDIO,,26,53,27666,9.0
H3,DOMESTICO MEDIO,,33,4,29670,9.0
MX,DOMESTICO MEDIO,,32,55,23895,22.0
H1,DOMESTICO MEDIO,,24,20,16278,8.0
H3,DOMESTICO MEDIO,,24,52,31023,19.0
H3,DOMESTICO RESIDENCIAL,,39,8,30161,14.0
H3,DOMESTICO RESIDENCIAL,,28,55,17316,22.0
H2,DOMESTICO MEDIO,,37,30,15209,36.0
H3,DOMESTICO RESIDENCIAL,,32,19,47239,23.0
H2,DOMESTICO MEDIO,,28,52,49072,20.0
H3,DOMESTICO MEDIO,,28,93,47871,16.0
H3,DOMESTICO MEDIO,,25,65,32691,8.0
H3,DOMESTICO RESIDENCIAL,,38,18,14426,3.0
CU,COMERCIAL,,24,63,46138,20.0
H3,DOMESTICO MEDIO,,20,41,14996,21.0
H2,DOMESTICO MEDIO,,39,39,30927,30.0
H3,DOMESTICO MEDIO,,32,3,17369,6.0
H3,DOMESTICO RESIDENCIAL,,22,38,24681,20.0
MX,COMERCIAL,,21,69,10467,26.0
MX,DOMESTICO MEDIO,,27,38,30566,17.0
H2,DOMESTICO MEDIO,,32,64,19181,9.0
H3,DOMESTICO MEDIO,,29,99,47378,0.0
H3,DOMESTICO RESIDENCIAL,,32,60,12011,2.0
H3,DOMESTICO MEDIO,,37,17,33507,37.0
H3,DOMESTICO MEDIO,,23,8,30745,0.0
H3,DOMESTICO RESIDENCIAL,,33,86,18524,30.0
H3,SOCIAL,,29,34,10345,11.0
H3,SOCIAL,,20,56,22141,30.0
MX,COMERCIAL,,24,93,30067,4.0
H2,DOMESTICO MEDIO,,39,16,29716,19.0
H3,DOMESTICO MEDIO,,30,24,11335,20.0
H2,DOMESTICO MEDIO,,20,8,48871,0.0
H2,DOMESTICO RESIDENCIAL,,24,78,44755,20.0
H3,SOCIAL,,35,37,27609,26.0
MX,DOMESTICO MEDIO,,31,17,12210,20.0
H3,DOMESTICO MEDIO,,33,6,37999,9.0
MX,SOCIAL,,36,9,32614,33.0
H1,DOMESTICO MEDIO,,24,13,20321,13.0
H3,DOMESTICO RESIDENCIAL,,39,30,41133,10.0
MX,DOMESTICO MEDIO,,29,5,27650,24.0
RHC,COMERCIAL,,23,87,24076,2.0
H2,DOMESTICO MEDIO,,24,58,47165,20.0
H2,DOMESTICO MEDIO,,35,95,39810,25.0
MX,DOMESTICO MEDIO,,29,81,24909,13.0
H3,DOMESTICO MEDIO,,36,57,21862,3.0
H3,DOMESTICO MEDIO,,32,38,15250,18.0
H2,SOCIAL,,29,12,30635,20.0
MX,DOMESTICO MEDIO,,26,88,33898,25.0
H3,DOMESTICO RESIDENCIAL,,27,77,28551,15.0
H3,DOMESTICO MEDIO,,25,1,34612,23.0
H3,DOMESTICO MEDIO,,33,55,28863,20.0
H3,DOMESTICO MEDIO,,30,14,33711,9.0
MX,DOMESTICO MEDIO,,35,34,22586,21.0
H2,COMERCIAL,,36,2,29940,3403.0
H1,DOMESTICO MEDIO,,25,76,19180,15.0
H2,DOMESTICO MEDIO,,33,87,29907,17.0
H3,COMERCIAL,,28,26,33554,2595.0
H3,DOMESTICO MEDIO,,35,48,11748,15.0
H2,DOMESTICO MEDIO,,39,22,35925,25.0
MX,COMERCIAL,,38,13,33172,23.0
H2,DOMESTICO MEDIO,,26,43,25789,0.0
MX,DOMESTICO MEDIO,,37,18,27143,21.0
H2,DOMESTICO MEDIO,,36,68,21869,7.0
MX,COMERCIAL,,33,10,14614,10.0
H3,DOMESTICO MEDIO,,22,41,36199,4.0
H3,SOCIAL,,30,5,45241,5.0
MX,COMERCIAL,,23,67,35152,18.0
H2,DOMESTICO MEDIO,,35,66,28756,18.0
H3,DOMESTICO RESIDENCIAL,,37,26,34011,10.0
H3,DOMESTICO RESIDENCIAL,,29,41,23842,7.0
MX,DOMESTICO MEDIO,,32,69,19470,4.0
H2,DOMESTICO MEDIO,,20,61,43452,28.0
H3,DOMESTICO BAJA,,26,79,20725,23.0
H3,DOMESTICO MEDIO,,35,34,43234,13.0
H2,DOMESTICO MEDIO,,33,94,43291,15.0
H3,DOMESTICO MEDIO,,27,29,17490,17.0
H2,DOMESTICO MEDIO,,34,0,42250,32.0
H3,DOMESTICO MEDIO,,32,91,27247,18.0
H3,COMERCIAL,,37,58,49295,3972.0
H3,DOMESTICO MEDIO,,39,99,36548,8.0
H3,DOMESTICO MEDIO,,30,21,35192,15.0
H2,SOCIAL,,23,55,12162,18.0
H3,DOMESTICO RESIDENCIAL,,22,86,10251,20.0
H3,DOMESTICO MEDIO,,37,19,36909,0.0
H1,DOMESTICO MEDIO,,33,99,15496,4.0
H2,DOMESTICO MEDIO,,23,87,13441,14.0
H3,DOMESTICO MEDIO,,37,5,45471,21.0
H2,DOMESTICO MEDIO,,26,17,17063,16.0
H2,DOMESTICO MEDIO,,21,91,17465,17.0
H3,DOMESTICO MEDIO,,20,11,39369,14.0
H3,SOCIAL,,38,27,26800,0.0
H3,DOMESTICO RESIDENCIAL,,39,98,30594,13.0
H3,DOMESTICO MEDIO,,31,7,29659,10.0
H3,DOMESTICO MEDIO,,24,25,21866,0.0
H2,DOMESTICO MEDIO,,39,28,19635,30.0
H2,DOMESTICO MEDIO,,25,84,40408,1.0
H3,DOMESTICO MEDIO,,22,64,45386,19.0
H2,SOCIAL,,20,28,14090,21.0
H2,DOMESTICO MEDIO,,20,53,32058,9.0
H3,DOMESTICO MEDIO,,20,96,19571,13.0
H2,DOMESTICO MEDIO,,35,12,44673,13.0
H3,DOMESTICO RESIDENCIAL,,25,38,24880,10.0
H2,SOCIAL,,31,61,15255,29.0
H2,DOMESTICO MEDIO,,29,46,22432,30.0
H3,DOMESTICO RESIDENCIAL,,31,29,10503,4.0
H2,DOMESTICO MEDIO,,21,62,25349,12.0
H2,DOMESTICO MEDIO,,37,70,38491,21.0
H3,DOMESTICO MEDIO,,29,33,48501,9.0
H3,DOMESTICO RESIDENCIAL,,30,11,40550,24.0
H3,DOMESTICO RESIDENCIAL,,32,88,21211,9.0
H1,DOMESTICO MEDIO,,35,2,37691,14.0
H3,DOMESTICO RESIDENCIAL,,39,0,15610,22.0
